"","avg.exp","pct.exp","features.plot","id","avg.exp.scaled"
"Calm118",1531.7507854658,97.7272727272727,"Calm1","Non-Neuronal_Micro-PVM_44_46339",0.631294865231797
"Calm218",1959.83495903318,97.7272727272727,"Calm2","Non-Neuronal_Micro-PVM_44_46339",1.39433073527462
"Calm318",945.456464740273,97.7272727272727,"Calm3","Non-Neuronal_Micro-PVM_44_46339",1.64472044598858
"Actb18",2475.99897833695,100,"Actb","Non-Neuronal_Micro-PVM_44_46339",0.354259829596089
"Camkmt19",70.9598716782738,52.1390374331551,"Camkmt","Non-Neuronal_Oligo_748_46339",0.189522234492759
"Calm119",1464.71112188731,98.1283422459893,"Calm1","Non-Neuronal_Oligo_748_46339",0.158513019316904
"Calm219",1811.36347173119,98.3957219251337,"Calm2","Non-Neuronal_Oligo_748_46339",0.405829595837953
"Calm319",861.789875193168,97.9946524064171,"Calm3","Non-Neuronal_Oligo_748_46339",0.576427699330245
"Actb19",1869.82432444039,98.5294117647059,"Actb","Non-Neuronal_Oligo_748_46339",-0.0864728021009044
"Camkmt20",73.2071078177649,52.6232114467409,"Camkmt","GABAergic_Pvalb_1258_46339",0.305800351685455
"Calm120",1474.13704535597,98.3306836248013,"Calm1","GABAergic_Pvalb_1258_46339",0.224987181910936
"Calm220",1771.36140846403,98.8076311605723,"Calm2","GABAergic_Pvalb_1258_46339",0.139501792177059
"Calm320",816.939208738925,97.7742448330684,"Calm3","GABAergic_Pvalb_1258_46339",0.00375416363073662
"Actb20",2084.14102143702,98.7281399046105,"Actb","GABAergic_Pvalb_1258_46339",0.0693508722753761
"Camkmt21",93.6215277886685,64.7058823529412,"Camkmt","Non-Neuronal_SMC-Peri_17_46339",1.36209803045773
"Calm121",1391.13438912172,100,"Calm1","Non-Neuronal_SMC-Peri_17_46339",-0.360370007185433
"Calm221",1659.54882385833,100,"Calm2","Non-Neuronal_SMC-Peri_17_46339",-0.604929810783087
"Calm321",783.605447780665,100,"Calm3","Non-Neuronal_SMC-Peri_17_46339",-0.421866328889796
"Actb21",2983.96727929047,100,"Actb","Non-Neuronal_SMC-Peri_17_46339",0.723589369620205
"Camkmt22",69.6373487987478,53.0259365994236,"Camkmt","GABAergic_Sncg_347_46339",0.121091299410712
"Calm122",1466.37696865971,98.5590778097983,"Calm1","GABAergic_Sncg_347_46339",0.17026102147006
"Calm222",1756.9298626581,98.8472622478386,"Calm2","GABAergic_Sncg_347_46339",0.0434187008560921
"Calm322",809.619995037767,97.9827089337176,"Calm3","GABAergic_Sncg_347_46339",-0.0897008576688628
"Actb22",1884.96437878595,98.8472622478386,"Actb","GABAergic_Sncg_347_46339",-0.0754648921646145
"Camkmt23",69.442491581596,53.4688995215311,"Camkmt","GABAergic_Sst_1672_46339",0.11100885638942
"Calm123",1479.26036158268,98.1459330143541,"Calm1","GABAergic_Sst_1672_46339",0.261118194114378
"Calm223",1781.99282627324,98.3253588516746,"Calm2","GABAergic_Sst_1672_46339",0.21028419497505
"Calm323",826.351557795297,98.1459330143541,"Calm3","GABAergic_Sst_1672_46339",0.123935281091937
"Actb23",1654.45970582105,99.4617224880383,"Actb","GABAergic_Sst_1672_46339",-0.243058390971008
"Camkmt24",69.8775961691793,49,"Camkmt","GABAergic_Sst Chodl_100_46339",0.133522352562341
"Calm124",1428.39480727803,98,"Calm1","GABAergic_Sst Chodl_100_46339",-0.0975994571083727
"Calm224",1688.48287352812,98,"Calm2","GABAergic_Sst Chodl_100_46339",-0.412291199916787
"Calm324",822.413695234413,97,"Calm3","GABAergic_Sst Chodl_100_46339",0.0736548760473229
"Actb24",3090.53300609439,99,"Actb","GABAergic_Sst Chodl_100_46339",0.801070328154323
"Camkmt25",70.2414526958161,52.8040786598689,"Camkmt","GABAergic_Vip_1373_46339",0.152349280049891
"Calm125",1490.36303742293,98.1791697013838,"Calm1","GABAergic_Vip_1373_46339",0.339417268097632
"Calm225",1771.29732001005,98.5433357611071,"Calm2","GABAergic_Vip_1373_46339",0.139075100756781
"Calm325",825.626935653906,97.2323379461034,"Calm3","GABAergic_Vip_1373_46339",0.114682978806092
"Actb25",1978.68196153585,98.761835396941,"Actb","GABAergic_Vip_1373_46339",-0.00732545971534606
"Camkmt26",80.354959713262,58.3333333333333,"Camkmt","Non-Neuronal_VLMC_24_46339",0.675649672713573
"Calm126",1414.92458273578,95.8333333333333,"Calm1","Non-Neuronal_VLMC_24_46339",-0.192595125105937
"Calm226",1601.38473333788,95.8333333333333,"Calm2","Non-Neuronal_VLMC_24_46339",-0.992177697893
"Calm326",786.729723438521,95.8333333333333,"Calm3","Non-Neuronal_VLMC_24_46339",-0.381974168328269
"Actb26",2448.36136511886,100,"Actb","Non-Neuronal_VLMC_24_46339",0.334165294251971
