"","avg.exp","pct.exp","features.plot","id","avg.exp.scaled"
"Calm318",875.509227016225,99.438202247191,"Calm3","GABAergic_Sncg_178_43071",0.441428465812207
"Actb18",1784.01374875081,99.438202247191,"Actb","GABAergic_Sncg_178_43071",0.449373848620707
"Camkmt19",62.735259555256,39.6574440052701,"Camkmt","GABAergic_Sst_759_43071",-0.351238174755391
"Calm119",1565.67844493103,98.9459815546772,"Calm1","GABAergic_Sst_759_43071",0.350029611049255
"Calm219",1975.98665358263,98.1554677206851,"Calm2","GABAergic_Sst_759_43071",0.00361078699482056
"Calm319",876.493390515783,98.4189723320158,"Calm3","GABAergic_Sst_759_43071",0.455351416036011
"Actb19",1886.85749137543,97.7602108036891,"Actb","GABAergic_Sst_759_43071",0.697023935084612
"Camkmt20",62.2562288867709,37.3626373626374,"Camkmt","GABAergic_Sst Chodl_91_43071",-0.364055516898166
"Calm120",1574.33897352611,100,"Calm1","GABAergic_Sst Chodl_91_43071",0.412558055014006
"Calm220",1929.16566233596,98.9010989010989,"Calm2","GABAergic_Sst Chodl_91_43071",-0.10744922779909
"Calm320",920.554554109716,100,"Calm3","GABAergic_Sst Chodl_91_43071",1.07868421368299
"Actb20",1561.96972845507,95.6043956043956,"Actb","GABAergic_Sst Chodl_91_43071",-0.085313235120937
"Camkmt21",68.6789294647601,41.3127413127413,"Camkmt","GABAergic_Vip_777_43071",-0.192204409642302
"Calm121",1560.35817829004,99.6138996138996,"Calm1","GABAergic_Vip_777_43071",0.31161763758984
"Calm221",1968.70769077979,99.2277992277992,"Calm2","GABAergic_Vip_777_43071",-0.0136550097139555
"Calm321",836.560615042567,98.1981981981982,"Calm3","GABAergic_Vip_777_43071",-0.109577120189835
"Actb21",1877.44798676906,98.8416988416988,"Actb","GABAergic_Vip_777_43071",0.674365632596976
"Camkmt22",100.588845221218,55.5555555555556,"Camkmt","Non-Neuronal_VLMC_9_43071",0.661603780324007
"Calm122",1666.42923977184,100,"Calm1","Non-Neuronal_VLMC_9_43071",1.07744368981425
"Calm222",1767.52758181323,100,"Calm2","Non-Neuronal_VLMC_9_43071",-0.490856907477107
"Calm322",619.417838806517,88.8888888888889,"Calm3","Non-Neuronal_VLMC_9_43071",-2
"Actb22",666.345668969677,100,"Actb","Non-Neuronal_VLMC_9_43071",-2
